Summary,Issue key,Issue Type,Status,Priority,Resolution,Created,Resolved,Fix versions,Labels,Labels,Labels,Labels,Description,Environment,Custom field (Severity),Sprint,Sprint,Sprint,Custom field (Story Points)
Not all the data is deleted from database after application rejection from kompli,OBN1-3789,Bug,Done,P2,,4/29/2021 12:57,,OBN Portal Release 1.1,MVP+1,,,,"*Preconditions:*

# The application exists and it has a Kompli case

*Steps:*

1. Reject the Kompli case

*Expected result:*
All the data should be removed, except *_payment_merchant_applications_* and *_workflow_kompli_cases_*

*Actual result:*
The data remains in the database",,,36,,,1
"When I create another owner for Partnership, the existing one is duplicated",OBN1-3786,Bug,Done,P3,,4/29/2021 10:43,,OBN Portal Release 1.1,MVP+1,UI,,,"*Preconditions:*

# Partnership organisation type

*Steps:*

# Complete about it owners
# Navigate to next page
# Go back and click on '+' to add another owner

*Expected result:*

A new empty owner form should appear

*Actual result:*

The details of existing owner are duplicated


!image-20210429-095215.png|width=1403,height=432!",,,36,,,0.5
Issue on CS authentication on production,OBN1-3729,Bug,Done,P3,,4/23/2021 14:49,,OBN Portal Release 1.1,MVP+1,,,,"Email sent to admin Reseller:


!image-20210423-135330.png|width=1062,height=213!",,,36,,,1
Remove the footer of the email,OBN1-3668,Bug,Done,P4,,4/19/2021 10:51,,OBN Portal Release 1.1,MVP+1,,,,"*Preconditions:*

# Change CS credentials for one of the users of the Referrer

*Steps:*

# Try to do a connection with CS which requires Referrer user connection

*Expected result:*
The indicated part of the email should be removed

!image-20210419-095259.png|width=1251,height=515!",,,36,,,0.5
National insurance number should be optional,OBN1-3655,Bug,Done,P4,,4/16/2021 9:25,,OBN Portal Release 1.1,MVP+1,,,,"*Steps:*

# Navigate to About its Management
# Write something in “National insurance number“ field
# Delete the text
# Navigate to next page

*Expected result:*
The field is optional, the step should pass

*Actual result:*

!image-20210416-083016.png|width=1396,height=433!

*P.S. -* also, this field shouldn’t be editable on about its owners page

!image-20210416-083112.png|width=1107,height=715!",,,35,,,0.5
Wrong validation message ,OBN1-3631,Bug,Done,P5,,4/13/2021 10:32,,OBN Portal Release 1.2.1,,,,,"*Steps:*

# Navigate to “Create Referrer“ page
# Complete all mandatory fields, but using an existing email or domain
# Submit details
# Navigate to “Create Billing Plan“ and delete one of the referrer commissions

*Expected result:*

A suggestive error should be thrown

*Actual result:*


!image-20210413-095055.png|width=260,height=489!",,,42,,,0.5
About it Owners page doesn't display owners of the LLP,OBN1-3615,Bug,Done,P2,,4/12/2021 11:41,,,MVP,,,,"*Preconditions:*

# LLP organization
# Use “{{ORWINS-LLP (GROUP) LIMITED LIABILITY PARTNERSHIP}}“ name from Kompli

*Steps:*

# Complete About its Business
# Navigate to about its owners



*Expected result:*
The user attached should be displayed in the form

!image-20210412-104338.png|width=270,height=94!



*Actual result:*
The form is not displayed

!image-20210412-104219.png|width=1482,height=610!",,,35,,,0.5
On Refund Referrer fee is searched even for Merchants under OBN,OBN1-3594,Bug,Done,P1 ,,4/8/2021 6:08,,,MVP,,,,"*Preconditions:*

# Merchants without Referrer
# SUbmit RTP authorized

*Steps:*

# Submit a Refund

*Actual result:*
System searches for Referrer BP, even when Merchant doesn’t have Referrer

Argument 1 passed to App\\Repository\\Payment\\ReferrerDeductionRepository::findByPaymentType() must be an instance of App\\Entity\\Payment\\ReferrerBillingPlan, null given, called in /var/www/api/src/Service/Payment/RtrFeesCalculator.php on line 60",,,35,,,1
Outlet processing values are not populated after re-login,OBN1-3574,Bug,Done,P2,,4/5/2021 20:05,,,MVP,,,,"*Preconditions:*

# Apply for sign-up

*Steps:*

# Complete all the steps and logout without submitting
# Login again and navigate to “About its Payments“

*Expected result:*
Outlet processing values should be populated on UI

*Actual result:*
They are empty, even they received in from API

!image-20210405-190753.png|width=1078,height=508!

!image-20210405-190823.png|width=1390,height=516!",,,35,,,1
Data is not updated from one expanded dashboard to another,OBN1-3531,Bug,Done,P3,,3/29/2021 16:15,,,MVP,,,,"*Preconditions:*

# I’m on My Referrers or My Merchants page
# And the dashboard of one Merchant/Referrer is displayed

*Steps:*

# Click to expand another record

*Expected result:*

Data should be updated

*Actual result:*
The already loaded data is displayed

!image-20210329-152141.png|width=1075,height=418!",,,34,,,1
Error received on Refund,OBN1-3512,Bug,Done,P1 ,,3/26/2021 15:11,,,MVP,,,,"*Preconditions:*

# Transaction X exists
# {{ZappManageRefundAccountService}} - de-comment lines 44-45
# {{RtrProcessingHandler}} - to use an internal account as Refund destination 

!image-20210326-151727.png|width=744,height=389!



*Steps:*

# Send a “/payment/\{mpa_uui}/zapp/refund” request

*Expected result:*
The refund should be successfully performed

*Actual result:*


!image-20210326-151304.png|width=1174,height=655!",,,35,,,1
Performance issues during UI build deployment on test/stage environments,OBN1-3497,Bug,Done,P4,,3/25/2021 12:21,,OBN 1.11,Day1,Tech-debt,,,Improve the pipeline in UI/API-doc repos so that the deployment process (builder) won’t tear down the machine.,,,68,,,2
UI doesn't sent processors data on Create Referrer,OBN1-3457,Bug,Done,P1 ,,3/22/2021 16:15,,,MVP,Referrers,UI,,"*Preconditions:*

# Log in as Reseller

*Steps:*

# Navigate to Create Referrer
# Complete all the fields
# Save the details

*Expected result:*

A new Referrer should be created

*Actual result:*

Details about processors aren’t sent and 400 response received from backend

!image-20210322-161612.png|width=1322,height=735!",,,33,,,1
"Error on ""create account to zapp"" step on test env",OBN1-3350,Bug,Done,P4,,3/10/2021 14:51,,,MVP,,,,"*Preconditions:*

# Apply for sign-up
# Complete all onboarding steps

*Steps:*

# Submit the details

*Actual result:*

Workflow stops to “register mpa to Zapp”",,,,,,2
Errors after onboarding,OBN1-3344,Bug,Done,P3,,3/10/2021 14:06,,,MVP,,,,"*Preconditions:*

# Onboarding details were submitted 
# Workflow fails on any step

*Steps:*

# Log out and log in again

*Actual result:*

# When I click on “Onboarding” button the onboarding fields are displayed again

!image-20210310-140953.png|width=1105,height=570!

3. Access on “About its Payment”, “About its Management“, “About its Owners“ is available through URL after submitting details

*Pages with restricted access through URL to be defined*",,,35,,,1
Error on getting organisation details of Merchants without registered office address ,OBN1-3338,Bug,Done,P1 ,,3/9/2021 16:20,,,MVP,,,,"*Preconditions:*

# Merchant without Registered office address

*Steps:*

# Log in as Merchant Admin of this organisation
# Send a GET request to “*_/merchant/my-organisation_*“ 

*Expected result:*

The details should be successfully returned

*Actual result:*

!image-20210309-162316.png|width=1166,height=541!",,,33,,,1
In workflow emails for non-Limited companies shouldn't be sent the Legal Name,OBN1-3221,Bug,Done,P4,,2/19/2021 8:54,,,,,,,"*Preconditions:*

# Organisation type - Sole, Partnership, Charity 

*Steps:*

# Complete the onboarding 
# Use a non-supported MMC of the Referrer (MCC step - warning)
# The phase goes to manual

*Expected result:*

In the email should be excluded the Legal Name field


!image-20210219-085859.png|width=837,height=262!",,,32,,,1
Error on Merchant dashboard for Merchants without Referrer,OBN1-3219,Bug,Done,P1 ,,2/18/2021 15:09,,,MVP,,,,"*Preconditions:*

# Merchant A without Referrer

*Steps:*

# Get request for “/my-merchants/active-merchants/\{merchant_uuid}/dashboard“

*Expected:*

Details should be retrieved from DB

*Actual:*
500 error received

!image-20210218-151147.png|width=1052,height=290!",,,31,,,1
After onboarding completed merchantApplication shouldn't be sent on log in,OBN1-3205,Bug,Done,P1 ,,2/17/2021 16:43,,,MVP,,,,"*Preconditions:*

# Complete all onboarding steps
# Application is accepted

*Steps:*

# Applicants logs in

*Expected result:*

Details about organisation shouldn’t be sent anymore

*Actual result:*

Details about application is sent and because of that the “Submit” onboarding step is displayed

!image-20210217-165517.png|width=662,height=152!",,,31,,,1
"When applicant is the same as owner/manager, existing user should became admin",OBN1-3203,Bug,Done,P1 ,,2/17/2021 16:00,,,MVP,,,,"*Preconditions:*

# Sign up with user X

*Steps:*

# Add user X as manager/owner
# Submit the Onboarding details

*Expected result:*
Applicant’s existing user becomes admin.

*Actual result:*
System tries to create new user. 
500 error received

!image-20210217-160304.png|width=527,height=102!",,,31,,,1
Onboarding form IS NOT DISPLAYED ANYMORE,OBN1-3201,Bug,Done,P1 ,,2/17/2021 15:24,,,MVP,,,,"*Steps:*

# Complete sign-up
# Confirm sign-up
# Log in

*Expected:*

The onboarding steps should be displayed

*Actual:* 

Onboarding fields are not displayed",,,31,,,1
When workflow is completed the Merchant status should become 'Active',OBN1-3198,Bug,Done,P2,,2/17/2021 12:14,,,MVP,,,,"*Preconditions:*

# Sign-up
# Complete onboarding
# Workflow is successfully completed

*Steps:*

# Analyze the Merchant’s status in database

*Expected  result:*
Status should become ‘*_Active_*’

*Actual result:*
The status remains '*_Pending_*'",,,31,,,1
Error on Zapp registration,OBN1-3180,Bug,Done,P1 ,,2/12/2021 13:22,,,MVP,,,,"*Preconditions:*

# Complete all the onboarding steps

*Steps:*

# Submit the details

*Expected:*

the workflow should be triggered

*Actual:*

!image-20210212-132310.png|width=726,height=379!",,,31,,,1
"Error received on ""About its Payments"" save data",OBN1-3161,Bug,Done,P1 ,,2/10/2021 13:38,,,MVP,,,,"*Steps:*

# Complete all onboarding steps
# Save details for “About its Payments”

*Expected:*

The *payment_merchant_processor_accounts.safeguard_reserve_date_interval* and 

*payment_merchant_processor_accounts.stlmt_date_interval* should be NULLABLE 



*Actual result:*


!image-20210210-134348.png|width=1219,height=43!",,,31,,,1
User shoud be informed that details will be lost at logout,OBN1-3160,Bug,Done,P3,,2/10/2021 9:58,,,MVP,,,,"*Preconditions:*
A user is logged in the portal and filled some data

*Steps to reproduce:*

# Click on 'Log out' button

*Expected result:*
User is informed that data will be lost

*Actual result:*
User is logged out",,S3,31,,,1
Error after expand/collapse outlet form,OBN1-3146,Bug,Done,P3,,2/8/2021 15:40,,,MVP,,,,"*Preconditions:*

# Merchant applied for onboarding

*Steps:*

# Complete all the steps until “About its Payments”
# Add 2 outlets for the Merchant
# Collapse the Outlet forms
# Go to “Next” page

 *Expected result:*

The values should be successfully sent and saved in the database

*Actual result:*
An error received, because UI doesn’t sent the *_existingMonthlyProcessingCount_* and *_existingMonthlyProcessingVolume_*  values",,,31,,,1
Onboarding information disappears,OBN1-3072,Bug,Done,P4,,2/1/2021 14:45,,,MVP,,,,"Reproducible on test env

Steps to reproduce:

# Log into the portal as an applicant (Onboarding)
# Click on the 'Onboarding' menu icon

Expected:
Menu is expanded.

Actual:
A pop-up  informing that data will be lost is thrown and clicking on 'OK' button the information disappears ",,,31,,,1
The Referrer can't be created just with one processor BP,OBN1-2969,Bug,Done,P2,,1/26/2021 9:31,,,MVP,,,,"*Preconditions:*

# Log in as Reseller admin

*Steps:*

# Navigate to “*_My Referrers_*” page
# Complete all the steps
# Choose to add BP just for PBBA
# Click on “*_Submit_*” button

*Expected result:*
The Referrer should be successfully created

*Actual result:*
The button is not clickable. Any error isn’t received.",,,30,,,1
Fix referrers settlement minimum minorUnits,OBN1-2935,Bug,Done,P1 ,,1/25/2021 13:26,,,MVP,,,,"""Fix referrers settlement minimum minorUnits"" because these values are created from fixtures.

Solution to set minimum settlement amount a big value so that settlement won’t happen",,,30,,,1
Error on Referrer creation with wrong deductions structure,OBN1-2883,Bug,Done,P2,,1/19/2021 9:51,,OBN 1.28,,,,,"*Preconditions:*

# Log in as reseller admin

*Steps:*

# Use the body from the comments
# Send a [POST] request to *_“/user/referrer_*“ endpoint

*Expected result:*
A validation error should be returned

*Actual result:*


!image-20210119-095255.png|width=564,height=235!",,,85,,,1
"�                                 """"transactionFeeBps"""": 300",,,,,,,,,,,,,,,,,,,
"                                    """"transactionFeePence"""": 300",,,,,,,,,,,,,,,,,,,
"                                    """"refundFeeBps"""": 300",,,,,,,,,,,,,,,,,,,
"                                    """"refundFeePence"""": 300",,,,,,,,,,,,,,,,,,,
"                                    """"rollingReserveBps"""": 300",,,,,,,,,,,,,,,,,,,
"                                    """"rollingReserveDays"""": 3",,,,,,,,,,,,,,,,,,,
"                                    """"settlementDays"""": 3",,,,,,,,,,,,,,,,,,,
                                },,,,,,,,,,,,,,,,,,,
                                \{,,,,,,,,,,,,,,,,,,,
"                                    """"deliveryType"""": """"LESS_30_DAYS""""",,,,,,,,,,,,,,,,,,,
"                                    """"riskGroup"""": """"HIGH""""",,,,,,,,,,,,,,,,,,,
"                                    """"transactionFeeBps"""": 300",,,,,,,,,,,,,,,,,,,
"                                    """"transactionFeePence"""": 300",,,,,,,,,,,,,,,,,,,
"                                    """"refundFeeBps"""": 300",,,,,,,,,,,,,,,,,,,
"                                    """"refundFeePence"""": 300",,,,,,,,,,,,,,,,,,,
